"sublab"; "<b>Techniksprechstunde</b><br />Donnerstags ab 18Uhr<br /><a href='http://sublab.org/wiki/techniksprechstunde/'>Website</a>"; 12.330839; 51.330364
"Cafe Kaputt"; "<b>Cafe Kaputt</b><br /><a href='http://www.cafekaputt.lebenlernenleipzig.de/'>Website</a>"; 12.3260338466779; 51.3381742
"Nachbarschaftsg&auml;rten"; "<b>Nachbarschaftsgaerten e.V.</b><br />Montag und Freitag 13 bis 18Uhr<br /><a href='http://www.fahrradwerkstatt-leipzig.de/'>Website</a>"; 12.3332636; 51.335464
"villa"; "<b>Fahrradwerkstatt Leipzig</b><br />Montag bis Donnerstag 16 bis 19Uhr<br /><a href='http://www.fahrradwerkstatt-leipzig.de/'>Website</a>"; 12.3667002601204; 51.3420149
"radsfatz"; "<b>Radsfatz</b><br />Dienstag und Donnerstag 12 bis 18Uhr<br /><a href='http://radsfatz.org/'>Website</a>"; 12.412405014038086; 51.34543771709746
"Radgeber Leipzig"; "<b>Radgeber Leipzig</b><br />Montag bis Freitag 11 bis 19Uhr<br /><a href='http://www.radgeber-leipzig.de/'>Website</a>"; 12.3792316500663; 51.33451815
